cliente_id,banda,ingreso_recurrente,edad,antiguedad_laboral,num_productos,score_comportamiento,ratio_deuda_ingreso,meses_ultimo_atraso,default,prob_default
1650,2,1102.78,37,1.75,3,460,0.99,12,0,0.4576
1651,2,1377.43,31,1.93,2,541,0.1,18,0,0.111
1652,2,1404.07,35,1.38,1,507,0.1,6,0,0.2114
1653,2,1292.22,26,0.81,1,460,1.05,0,0,0.5999
1654,2,952.62,31,0.8,2,622,0.23,0,0,0.2471
1655,2,1282.98,28,0.75,1,533,0.23,1,0,0.2953
1656,2,1558.64,35,2.13,2,502,1.17,1,0,0.3822
1657,2,1021.01,32,0.0,2,580,0.1,12,0,0.2379
1658,2,1829.38,35,1.51,2,602,0.41,6,0,0.1107
1659,2,1042.31,37,2.57,3,502,0.18,5,0,0.2299
1660,2,1209.72,35,1.44,1,527,0.95,0,0,0.4378
1661,2,998.25,33,1.93,1,460,1.19,9,0,0.5431
1662,2,1266.98,27,0.19,2,502,1.4,7,0,0.6165
1663,2,677.33,31,0.88,1,500,0.32,0,0,0.5026
1664,2,1036.19,29,0.72,2,519,0.1,8,0,0.2925
1665,2,872.36,30,0.0,3,526,0.1,1,0,0.4226
1666,2,1240.6,30,0.22,2,537,0.61,0,0,0.4299
1667,2,1498.33,27,0.0,1,521,3.0,4,1,0.8626
1668,2,1393.8,22,0.41,1,449,0.27,4,0,0.4049
1669,2,488.5,28,1.04,1,463,0.33,0,0,0.5956
1670,2,1812.62,32,1.16,1,482,0.12,1,0,0.2137
1671,2,1288.58,25,0.71,2,495,1.02,19,0,0.3935
1672,2,967.05,32,0.92,2,562,1.25,4,0,0.5223
1673,2,1247.14,41,2.5,2,451,1.13,5,0,0.4685
1674,2,1252.86,37,1.5,1,492,2.17,0,1,0.7501
1675,2,999.95,40,1.83,1,557,0.73,0,0,0.3584
1676,2,1259.38,33,0.97,2,495,0.16,1,0,0.322
1677,2,1017.76,37,1.84,1,533,0.38,1,0,0.3039
1678,2,1078.69,28,0.39,1,503,1.19,1,0,0.64
1679,2,994.12,28,1.09,2,522,1.04,0,0,0.5484
1680,2,770.2,18,0.0,2,498,0.83,3,0,0.6497
1681,2,1243.75,37,0.95,1,543,1.26,1,0,0.5101
1682,2,1375.59,39,2.04,2,432,1.12,6,0,0.4929
1683,2,1354.47,29,0.66,1,491,2.34,0,1,0.8101
1684,2,1445.98,30,0.57,3,524,0.97,2,0,0.443
1685,2,1297.3,28,1.05,1,536,1.66,0,0,0.6035
1686,2,1040.18,33,0.8,1,584,0.31,2,0,0.2821
1687,2,1451.9,37,1.4,2,490,1.25,0,0,0.5131
1688,2,792.74,23,0.8,1,583,2.56,15,0,0.7453
1689,2,929.8,34,1.97,2,477,0.54,6,0,0.3948
1690,2,910.74,30,1.59,2,576,1.66,2,0,0.5741
1691,2,1524.02,32,0.86,2,550,1.42,0,0,0.4839
1692,2,1482.84,34,1.82,3,464,0.1,3,0,0.239
1693,2,1346.19,31,0.43,1,525,0.96,5,0,0.4503
1694,2,1521.58,31,0.45,2,507,0.15,0,0,0.2929
1695,2,936.22,30,0.0,1,541,3.0,3,1,0.9078
1696,2,1304.58,36,2.24,1,498,1.83,6,0,0.5621
1697,2,1162.45,34,0.77,2,494,0.13,5,0,0.3232
1698,2,1454.06,33,1.04,1,578,0.14,6,0,0.158
1699,2,1165.43,25,0.0,1,505,0.99,8,0,0.5451
1700,2,1084.52,30,1.15,1,551,0.47,11,0,0.2646
1701,3,3209.53,37,1.13,1,616,0.49,1,0,0.2748
1702,3,1525.2,29,0.43,1,586,0.83,3,0,0.7973
1703,3,2833.61,35,1.12,2,523,1.5,7,0,0.6915
1704,3,2991.87,35,0.82,1,514,1.66,0,0,0.7665
1705,3,1830.64,32,0.63,3,542,1.0,8,0,0.7854
1706,3,2057.17,37,1.49,3,681,0.92,0,0,0.5185
1707,3,2074.61,34,0.81,2,700,2.68,14,0,0.805
1708,3,2135.6,37,1.77,1,600,0.44,1,0,0.4813
1709,3,2259.14,37,1.84,2,597,1.61,5,0,0.6944
1710,3,2621.3,32,2.19,1,573,2.29,0,0,0.7923
1711,3,2932.84,35,1.86,1,543,0.61,1,0,0.4149
1712,3,3040.66,37,1.62,2,658,1.18,3,0,0.347
1713,3,2081.09,42,1.69,2,683,0.43,4,0,0.3442
1714,3,2077.65,38,1.75,1,545,0.16,0,0,0.5269
1715,3,3157.91,33,1.26,1,585,0.79,13,0,0.2989
1716,3,2823.37,38,1.34,3,567,0.2,0,0,0.3556
1717,3,2541.43,45,2.69,2,568,0.55,8,0,0.3362
1718,3,2736.67,41,1.2,3,649,1.86,3,0,0.6293
1719,3,2485.1,39,1.58,3,524,0.1,4,0,0.4294
1720,3,2762.29,40,2.08,2,613,0.1,1,0,0.2309
1721,3,2331.97,44,2.06,1,626,0.84,5,0,0.4341
1722,3,2634.4,42,1.9,2,582,0.36,4,0,0.3414
1723,3,1744.73,39,1.63,1,634,0.49,1,0,0.5455
1724,3,2156.11,42,1.58,1,597,0.47,1,0,0.5046
1725,3,2161.49,31,1.49,2,650,0.1,0,0,0.3475
1726,3,2312.8,29,0.19,2,513,0.1,0,0,0.6318
1727,3,2036.74,37,1.66,1,572,2.06,0,1,0.8658
1728,3,2233.23,37,1.71,2,586,0.22,1,0,0.4334
1729,3,1742.79,34,0.73,2,456,0.5,6,0,0.8164
1730,3,2774.35,41,1.94,1,535,3.0,2,1,0.8957
1731,3,2458.74,27,0.05,1,549,1.58,2,0,0.8309
1732,3,1647.4,34,1.9,1,637,0.1,0,0,0.4571
1733,3,2082.59,34,0.63,2,554,0.64,5,0,0.6725
1734,3,2668.3,28,0.27,2,549,1.18,2,0,0.7153
1735,3,2228.49,44,1.59,2,630,1.08,6,0,0.5412
1736,3,2151.53,30,0.12,2,509,1.29,8,0,0.8388
1737,3,2462.7,34,2.0,1,486,0.55,5,0,0.5641
1738,3,2671.8,41,2.17,1,571,0.17,1,0,0.3105
1739,3,1781.82,40,1.87,1,517,0.56,4,0,0.6918
1740,3,2775.06,31,0.57,1,519,0.94,1,0,0.6711
1741,3,2099.85,40,2.25,1,618,0.84,13,0,0.424
1742,3,2491.04,38,1.19,2,633,0.1,8,0,0.2678
1743,3,2482.29,48,3.0,1,629,0.1,4,0,0.1929
1744,3,2236.47,39,1.26,2,645,3.0,20,0,0.8307
1745,3,1988.17,36,1.08,2,652,0.15,4,0,0.3958
1746,3,2357.16,32,1.38,2,483,0.31,2,0,0.6103
1747,3,3312.67,33,1.53,1,612,1.31,0,0,0.4169
1748,3,1819.16,32,1.3,3,563,0.47,4,0,0.6391
1749,3,3346.16,43,1.58,3,552,0.18,11,0,0.1884
1750,3,2370.14,37,1.28,1,618,0.57,12,0,0.3795
1751,3,2517.69,39,1.78,2,503,0.76,5,0,0.5907
1752,3,1956.64,44,1.78,3,502,0.54,2,0,0.6925
1753,3,2114.37,25,0.99,2,621,2.26,6,0,0.8444
1754,3,2248.55,43,0.9,2,614,0.3,8,0,0.4129
1755,3,1977.15,37,1.11,2,596,0.97,3,0,0.6868
1756,3,2395.54,39,1.45,2,546,0.11,3,0,0.436
1757,3,2296.49,32,0.0,2,627,0.45,6,0,0.5047
1758,3,3425.39,33,0.4,3,624,1.22,12,0,0.3446
1759,3,1917.01,39,2.01,2,594,0.23,9,0,0.41
1760,3,2551.35,48,2.62,1,531,0.8,0,0,0.5211
1761,3,2623.92,42,2.79,2,568,0.15,0,0,0.2843
1762,3,1964.84,43,2.87,2,631,0.1,11,0,0.245
1763,3,2843.41,36,1.62,1,656,0.67,10,0,0.2402
1764,3,2300.84,33,1.26,2,573,1.01,2,0,0.6547
1765,3,1253.81,33,1.13,3,577,0.11,5,0,0.6675
1766,3,2829.92,34,0.0,2,581,2.25,14,0,0.7858
1767,3,1941.53,26,0.0,1,603,0.23,14,0,0.5121
1768,3,1976.11,33,1.15,1,560,0.12,9,0,0.4925
1769,3,2843.95,34,1.51,2,445,0.2,1,0,0.5256
1770,3,2326.42,36,1.54,2,649,0.17,7,0,0.2755
1771,3,2958.89,37,1.05,2,679,0.1,0,0,0.1885
1772,3,3105.08,38,2.07,2,559,1.44,13,0,0.4346
1773,3,2177.54,36,2.14,1,536,0.62,0,0,0.5965
1774,3,2896.63,34,1.67,1,583,0.44,6,0,0.3031
1775,3,2122.27,27,0.99,2,580,2.71,5,1,0.9182
1776,3,3616.56,34,0.92,1,639,0.42,9,0,0.144
1777,3,2153.52,32,1.54,3,592,0.16,4,0,0.4188
1778,3,3013.04,39,1.77,1,550,0.29,0,0,0.3273
1779,3,2921.9,41,2.16,2,524,0.25,7,0,0.2981
1780,3,2658.04,41,2.08,2,633,0.62,2,0,0.3198
1781,3,2164.73,40,1.74,2,619,0.31,2,0,0.4079
1782,3,2424.3,36,0.97,2,643,0.65,28,0,0.2601
1783,3,1423.21,34,1.16,2,541,1.0,5,0,0.8358
1784,3,2612.21,33,1.59,2,681,1.35,7,0,0.4228
1785,3,2674.81,29,0.48,2,502,1.11,4,0,0.7362
1786,3,2566.75,41,2.35,2,625,0.21,8,0,0.214
1787,3,1013.35,36,1.77,2,494,0.11,8,0,0.7634
1788,3,1867.18,30,0.65,2,550,0.7,6,0,0.7272
1789,3,2125.95,32,1.69,2,668,0.2,36,0,0.1348
1790,3,2645.83,32,0.82,2,631,0.1,3,0,0.297
1791,3,2644.67,37,2.25,3,562,0.67,7,0,0.3904
1792,3,2414.89,42,2.22,2,564,0.36,9,0,0.3548
1793,3,2817.62,35,1.29,2,595,1.27,2,0,0.5575
1794,3,1986.88,25,0.0,1,615,0.34,3,0,0.5968
1795,3,2805.12,36,1.36,2,652,3.0,20,0,0.7226
1796,3,2737.37,36,1.3,2,567,1.28,0,0,0.6376
1797,3,2688.78,35,0.67,3,509,0.1,2,0,0.4939
1798,3,2408.98,33,0.99,2,597,0.64,3,0,0.5167
1799,3,3415.37,38,1.2,2,567,0.74,0,0,0.3564
1800,3,2746.6,37,1.79,1,524,1.07,13,0,0.5113
1801,3,2015.83,36,2.05,2,604,0.62,2,0,0.5181
1802,3,2624.15,39,1.09,3,579,0.59,1,0,0.4908
1803,3,2876.24,34,2.06,1,605,0.41,10,0,0.224
1804,3,2205.95,34,1.14,1,545,0.29,1,0,0.5685
1805,3,3044.64,43,1.61,2,614,2.63,6,0,0.7275
1806,3,2691.02,39,2.08,2,524,0.34,10,0,0.3528
1807,3,1328.76,41,1.68,2,548,0.1,9,0,0.6216
1808,3,2649.84,43,2.06,2,577,0.16,9,0,0.2594
1809,3,2296.99,39,1.5,2,677,1.75,0,0,0.6629
1810,3,2768.59,41,1.49,1,629,0.8,0,0,0.3993
1811,3,2972.11,29,1.06,2,643,1.36,2,0,0.4818
1812,3,2597.58,38,1.46,1,660,1.49,0,0,0.5617
1813,3,3332.63,36,0.68,2,770,1.56,4,0,0.2691
1814,3,2410.65,45,2.58,2,592,0.72,3,0,0.4154
1815,3,2812.41,41,1.3,3,661,0.18,4,0,0.2084
1816,3,2902.47,33,0.52,2,640,0.14,2,0,0.2693
1817,3,2451.33,38,2.2,2,639,0.77,3,0,0.3734
1818,3,2889.39,37,0.9,2,678,0.41,2,0,0.2505
1819,3,2202.66,39,0.54,1,569,0.73,1,0,0.6807
1820,3,2288.72,31,1.21,1,565,0.62,6,0,0.5511
1821,3,1843.76,38,1.45,3,605,0.83,6,0,0.6241
1822,3,2620.7,35,1.19,3,580,0.1,10,0,0.2988
1823,3,2662.63,38,1.44,3,605,0.1,12,0,0.2306
1824,3,3089.63,33,1.22,1,668,1.15,7,0,0.317
1825,3,2895.57,34,0.82,2,566,0.19,6,0,0.3343
1826,3,2357.6,42,2.74,2,574,0.95,0,0,0.5247
1827,3,1910.91,31,0.16,2,598,0.71,0,0,0.7286
1828,3,2716.43,32,1.22,2,578,3.0,10,1,0.8697
1829,3,3055.38,36,1.72,2,494,1.62,1,0,0.7104
1830,3,2877.59,33,0.72,2,560,0.48,2,0,0.4534
1831,3,3042.24,32,0.49,1,624,0.86,0,0,0.4378
1832,3,2394.06,37,2.01,1,661,0.11,1,0,0.2458
1833,3,2266.69,29,0.2,1,532,0.44,8,0,0.629
1834,3,2131.55,31,0.6,2,532,1.19,1,0,0.8173
1835,3,2472.05,47,2.94,1,591,0.88,3,0,0.4106
1836,3,2460.7,39,1.72,2,486,0.6,0,0,0.6363
1837,3,2603.34,33,0.2,2,567,0.17,6,0,0.4443
1838,3,2435.35,39,2.57,3,503,1.46,7,0,0.6929
1839,3,2433.19,39,1.43,3,658,0.29,2,0,0.3071
1840,3,2111.65,41,1.7,1,551,1.55,9,0,0.7538
1841,3,2970.81,36,1.53,1,672,0.85,1,0,0.2938
1842,3,2538.26,41,2.21,1,645,0.42,7,0,0.2462
1843,3,2412.78,26,1.38,3,557,0.1,7,0,0.3863
1844,3,2126.29,31,0.07,2,536,0.24,20,0,0.5235
1845,3,1834.04,37,1.91,1,580,1.98,1,0,0.8603
1846,3,3153.98,38,1.97,3,584,1.53,0,0,0.5187
1847,3,2777.32,32,0.93,2,607,0.77,1,0,0.4632
1848,3,1688.04,38,1.99,3,551,0.57,0,0,0.6837
1849,3,2881.57,33,1.57,1,627,0.94,1,0,0.3956
1850,3,2961.24,35,0.61,2,603,0.57,2,0,0.3942
1851,3,2562.19,42,2.87,2,572,0.93,3,0,0.4376
1852,3,3299.06,41,1.12,3,554,0.33,14,0,0.2263
1853,3,2608.36,32,0.43,3,580,1.64,1,0,0.7705
1854,3,1791.59,31,0.77,2,549,1.09,21,0,0.7131
1855,3,2682.58,34,2.16,1,592,0.36,9,0,0.2647
1856,3,2622.45,36,1.25,2,594,1.6,12,0,0.608
1857,3,2198.35,33,1.08,3,603,0.6,15,0,0.4437
1858,3,2786.78,42,2.72,2,678,0.17,8,0,0.1174
1859,3,1666.17,38,1.45,2,583,0.1,9,0,0.5028
1860,3,2995.28,39,1.11,2,640,1.08,3,0,0.4027
1861,3,2060.94,30,0.59,2,601,1.8,4,0,0.8347
1862,3,2007.53,42,2.69,2,578,1.48,16,0,0.6063
1863,3,2443.09,22,0.04,2,584,0.96,2,0,0.6849
1864,3,2716.49,41,2.87,3,587,0.14,0,0,0.2357
1865,3,2581.96,41,2.27,2,603,0.1,8,0,0.2224
1866,3,2128.67,34,0.88,2,542,0.38,5,0,0.6031
1867,3,2246.96,43,2.13,2,516,1.74,10,0,0.774
1868,3,1933.48,36,0.97,1,622,2.94,0,1,0.9384
1869,3,2387.66,37,1.17,3,634,0.25,5,0,0.3407
1870,3,3037.51,38,3.84,2,627,1.29,1,0,0.2746
1871,3,2497.87,52,3.51,3,597,0.77,14,0,0.254
1872,3,2929.71,43,2.53,2,628,0.1,0,0,0.1708
1873,3,3227.7,40,1.49,2,625,0.7,11,0,0.2177
1874,3,2205.99,32,1.78,3,629,1.48,0,0,0.6713
1875,3,2406.71,37,2.05,2,547,0.29,0,0,0.4516
1876,3,3585.6,32,1.94,3,535,2.05,1,0,0.6117
1877,3,3222.17,41,2.82,1,570,0.24,2,0,0.1814
1878,3,1663.8,37,0.76,2,589,0.1,5,0,0.5818
1879,3,2693.57,31,0.35,2,577,0.16,0,0,0.4388
1880,3,2500.28,37,1.0,1,496,1.63,3,0,0.8331
1881,3,2913.23,32,0.53,2,676,0.49,1,0,0.2936
1882,3,2127.51,37,1.66,2,576,1.43,11,0,0.6853
1883,3,2080.2,32,0.72,3,598,0.68,0,0,0.6482
1884,3,2161.96,37,2.54,2,652,0.59,2,0,0.3607
1885,3,2214.04,40,2.75,2,472,1.48,5,0,0.7785
1886,3,2907.66,36,1.4,2,564,0.5,14,0,0.3016
1887,3,1909.4,35,2.28,2,570,1.46,12,0,0.6942
1888,3,2188.69,38,2.34,2,573,0.1,13,0,0.2977
1889,3,1605.49,40,1.57,2,581,0.91,0,0,0.756
1890,3,3003.56,31,0.0,2,662,1.09,11,0,0.3927
1891,3,3135.52,38,1.49,1,623,2.06,9,0,0.5551
1892,3,2336.46,43,1.78,1,637,0.23,13,0,0.2478
1893,3,2351.03,39,1.8,1,592,0.83,2,0,0.5284
1894,3,2726.61,37,1.54,2,520,0.51,14,0,0.3994
1895,3,3237.24,40,1.83,3,486,0.43,3,0,0.3785
1896,3,2704.31,39,1.96,1,513,0.1,6,0,0.3505
1897,3,2151.23,40,1.19,1,607,0.13,3,0,0.4226
1898,3,1690.59,26,0.61,2,591,1.63,3,1,0.8709
1899,3,1942.44,29,0.48,2,579,1.25,4,0,0.7975
1900,3,2536.61,42,2.1,1,571,0.43,2,0,0.3964
1901,3,2172.34,29,1.18,1,690,1.59,9,0,0.5894
1902,3,2597.48,39,1.09,1,548,0.1,6,0,0.3878
1903,3,2223.54,35,1.16,2,636,0.88,7,0,0.5113
1904,3,1970.93,32,0.94,1,590,1.82,1,0,0.8561
1905,3,1911.48,38,1.34,2,586,1.64,20,0,0.7189
1906,3,3281.18,38,2.05,2,648,0.42,6,0,0.1442
1907,3,2944.49,47,2.14,2,663,1.23,1,0,0.3497
1908,3,3365.26,33,0.82,1,578,0.5,8,0,0.2709
1909,3,2769.98,44,1.85,2,629,1.65,1,0,0.5696
1910,3,2285.0,38,2.15,2,608,0.68,0,0,0.4693
1911,3,3161.67,33,0.85,3,590,1.3,4,0,0.5091
1912,3,2483.47,40,2.03,1,600,0.1,4,0,0.2835
1913,3,2610.42,39,2.69,2,555,0.8,1,0,0.4536
1914,3,2478.59,37,1.46,2,574,0.72,2,0,0.5262
1915,3,1026.55,38,2.16,1,560,0.85,17,0,0.7367
1916,3,3302.37,34,2.04,3,635,1.07,2,0,0.2802
1917,3,2745.5,32,1.51,2,585,2.25,1,0,0.7841
1918,3,2664.91,40,1.79,2,525,1.39,29,0,0.4767
1919,3,2469.11,35,1.62,1,553,0.22,2,0,0.4289
1920,3,2581.71,36,0.76,1,430,1.57,6,1,0.8678
1921,3,2201.36,38,1.21,2,565,0.12,1,0,0.4902
1922,3,2808.29,38,1.3,2,591,0.88,4,0,0.4534
1923,3,1846.45,29,1.82,2,583,1.93,2,0,0.85
1924,3,2593.03,43,1.69,2,689,0.1,19,0,0.1196
1925,3,2780.79,37,1.09,2,618,1.71,3,0,0.6407
1926,3,2400.67,35,0.78,2,616,1.44,5,0,0.6773
1927,3,2685.43,39,1.98,1,507,0.63,17,0,0.3999
1928,3,2004.33,38,1.67,2,571,0.33,27,0,0.3375
1929,3,2017.09,40,2.34,2,565,0.47,0,0,0.5368
1930,3,2618.36,39,2.04,2,550,3.0,10,1,0.8712
1931,3,2839.27,40,1.11,1,550,0.2,2,0,0.3817
1932,3,1562.57,43,1.7,1,499,0.78,5,0,0.7987
1933,3,2761.01,41,2.58,1,526,0.1,2,0,0.3035
1934,3,2228.4,36,1.3,3,633,0.22,3,0,0.377
1935,3,2403.6,31,1.49,2,582,1.3,1,0,0.6715
1936,3,1830.24,45,2.23,1,564,0.32,5,0,0.5179
1937,3,2074.19,35,0.82,1,589,3.0,4,1,0.9418
1938,3,2983.06,34,1.05,1,648,0.63,1,0,0.3107
1939,3,2516.43,28,0.12,2,590,0.65,4,0,0.5681
1940,3,2308.61,38,1.32,1,617,0.1,21,0,0.2334
1941,3,2441.76,37,1.6,2,547,2.82,7,1,0.8975
1942,3,2744.61,29,0.96,2,559,0.17,3,0,0.3868
1943,3,2720.25,39,0.9,3,607,0.7,14,0,0.3589
1944,3,2462.49,34,1.19,2,684,0.45,5,0,0.2957
1945,3,3046.48,50,2.51,2,661,0.48,0,0,0.1785
1946,3,2985.23,34,0.88,2,619,0.93,4,0,0.4122
1947,3,2706.69,34,1.27,2,597,0.98,1,0,0.52
1948,3,2527.31,32,0.72,2,660,0.15,8,0,0.2657
1949,3,2828.66,43,2.79,2,629,0.62,20,0,0.1527
1950,3,2657.13,35,1.89,2,475,1.41,2,0,0.7521
1951,3,3030.4,33,1.69,2,537,0.53,3,0,0.38
1952,3,2949.78,40,1.55,3,606,0.16,3,0,0.2363
1953,3,1990.87,30,0.32,2,500,0.34,2,0,0.744
1954,3,1957.02,40,1.84,3,545,0.21,9,0,0.4898
1955,3,2149.38,45,2.22,1,555,0.12,5,0,0.4058
1956,3,2988.07,39,1.4,2,577,0.43,0,0,0.3513
1957,3,1711.85,40,1.21,3,575,0.7,10,0,0.6575
1958,3,2697.38,41,1.88,2,575,0.1,1,0,0.3045
1959,3,2681.27,45,2.1,3,631,0.83,23,0,0.2231
1960,3,3081.32,43,2.44,1,576,3.0,2,0,0.8047
1961,3,2590.17,39,2.03,3,570,2.99,5,1,0.8774
1962,3,1828.4,41,2.45,2,522,1.59,0,0,0.8427
1963,3,2020.32,32,0.37,1,641,0.28,2,0,0.5104
1964,3,1909.0,40,2.0,3,556,0.1,9,0,0.4427
1965,3,2231.03,31,0.54,1,535,1.61,3,0,0.8518
1966,3,2408.55,35,0.69,1,600,0.1,14,0,0.3224
1967,3,1917.28,21,0.0,1,551,0.21,5,0,0.6645
1968,3,3235.33,39,2.23,2,563,0.71,15,0,0.2222
1969,3,1837.36,33,0.91,3,602,0.18,24,0,0.3728
1970,3,3173.05,42,2.78,1,573,1.62,3,0,0.4613
1971,3,3092.58,38,1.87,2,705,1.35,4,0,0.2823
1972,3,2949.15,42,1.8,1,586,1.27,10,0,0.4333
1973,3,2153.12,31,1.48,2,620,1.52,1,0,0.719
1974,3,2671.23,42,2.22,1,492,0.22,11,0,0.3598
1975,3,1861.31,47,2.03,1,546,1.17,5,0,0.7417
1976,3,2955.45,40,2.73,1,535,0.4,7,0,0.2685
1977,3,2463.01,40,1.93,2,542,0.99,0,0,0.624
1978,3,2295.34,37,1.51,3,610,0.12,8,0,0.3204
1979,3,1888.13,34,0.77,2,641,1.1,2,0,0.6996
1980,3,1261.25,40,2.39,1,607,3.0,9,1,0.9419
1981,3,1980.73,29,0.96,2,578,0.1,4,0,0.5148
1982,3,3056.4,34,1.51,2,558,0.1,1,0,0.2793
1983,3,2298.58,28,0.35,1,645,0.12,18,0,0.2832
1984,3,2415.34,33,1.52,1,693,0.51,8,0,0.2626
1985,3,2827.78,40,2.26,1,596,0.31,25,0,0.1427
1986,3,3402.83,39,1.37,2,636,1.48,2,0,0.3945
1987,3,3162.5,37,0.79,2,607,0.58,6,0,0.3035
1988,3,2013.83,37,1.79,2,627,0.6,5,0,0.4722
1989,3,1528.71,27,0.0,1,531,1.14,6,1,0.8882
1990,3,3679.81,35,1.38,2,565,0.4,0,0,0.2265
1991,3,3634.5,33,0.88,3,609,0.39,2,0,0.2001
1992,3,2594.23,33,1.71,1,650,1.27,14,0,0.393
1993,3,1864.76,39,1.5,3,549,1.36,3,0,0.8107
1994,3,2981.61,32,1.55,2,488,0.1,19,0,0.2654
1995,3,2446.01,33,0.84,1,565,0.14,1,0,0.4658
1996,3,2443.51,26,0.9,2,640,0.22,35,0,0.1572
1997,3,2947.23,35,2.33,3,510,0.39,7,0,0.3306
1998,3,2667.19,31,0.37,2,531,0.31,8,0,0.4906
1999,3,1907.09,37,1.65,3,597,0.99,3,0,0.6663
2000,3,2337.63,32,2.37,1,584,1.58,14,0,0.5833
2001,3,2830.58,37,1.53,2,619,0.19,4,0,0.2425
2002,3,2755.13,36,1.43,3,528,0.74,6,0,0.5099
2003,3,2631.01,45,2.69,3,573,0.41,0,0,0.3373
2004,3,2966.71,39,1.72,2,649,0.63,5,0,0.2444
2005,3,2319.14,27,0.0,2,530,0.87,12,0,0.7006
2006,3,2589.33,30,1.37,1,663,2.02,1,0,0.6793
2007,3,812.21,37,0.5,1,536,0.19,8,0,0.8305
2008,3,2275.17,32,0.79,1,632,0.1,0,0,0.4021
2009,3,2881.95,22,0.6,1,571,0.89,15,0,0.438
2010,3,2304.8,43,1.92,1,532,0.45,24,0,0.3585
2011,3,2266.89,40,1.45,2,565,0.16,2,0,0.4567
2012,3,1979.27,39,2.14,3,617,0.11,0,0,0.3924
2013,3,3001.68,33,0.67,2,589,0.74,6,0,0.4105
2014,3,2774.23,39,1.09,2,645,0.32,0,0,0.2993
2015,3,2912.71,33,1.24,3,661,3.0,3,0,0.8002
2016,3,1636.89,38,1.51,1,530,0.47,1,0,0.729
2017,3,2419.77,32,0.38,2,527,0.21,3,0,0.5737
2018,3,2359.94,44,2.52,2,524,0.89,0,0,0.6077
2019,3,2359.71,29,0.93,1,545,0.25,0,0,0.5478
2020,3,2191.99,43,1.92,2,645,0.61,0,0,0.4339
2021,3,2326.95,37,1.35,1,618,0.59,5,0,0.4452
2022,3,2924.82,34,1.44,1,562,0.54,4,0,0.3818
2023,3,1543.57,37,2.1,1,589,1.43,1,0,0.8095
2024,3,3388.65,40,1.66,3,660,0.22,6,0,0.1158
2025,3,2741.92,43,2.43,2,685,2.11,12,0,0.4613
2026,3,2478.83,38,1.88,2,602,1.41,1,0,0.6212
2027,3,2953.42,32,1.44,2,457,0.36,10,0,0.4509
2028,3,1774.08,37,1.52,1,604,0.18,6,0,0.4803
2029,3,2167.65,46,1.94,2,636,0.3,0,0,0.3769
2030,3,2439.46,43,1.87,2,601,0.36,2,0,0.3743
2031,3,3182.78,41,2.07,1,626,0.73,4,0,0.2358
2032,3,2476.75,40,2.71,2,607,0.1,7,0,0.2165
2033,3,2725.03,40,1.56,1,528,2.21,2,0,0.8314
2034,3,2205.21,42,2.4,1,545,0.1,24,0,0.2554
2035,3,2743.42,34,1.04,3,573,0.29,6,0,0.3646
2036,3,3338.62,30,0.86,2,643,0.1,2,0,0.169
2037,3,2997.76,37,2.26,2,551,0.27,0,0,0.2909
2038,3,2459.27,32,1.38,2,612,1.64,1,0,0.6971
2039,3,2837.75,31,0.28,2,605,0.86,4,0,0.5023
2040,3,2788.76,33,0.81,2,669,0.23,4,0,0.2404
2041,3,2753.29,49,3.33,2,587,1.85,8,0,0.513
2042,3,3055.98,37,1.57,2,502,1.45,7,0,0.6292
2043,3,3052.24,38,1.03,3,622,1.26,1,0,0.4839
2044,3,2436.42,30,0.39,3,696,1.69,5,0,0.6356
2045,3,2820.94,27,0.85,2,625,0.87,0,0,0.4623
2046,3,2308.45,32,1.5,3,550,0.63,3,0,0.5729
2047,3,2038.46,44,2.21,2,535,0.42,8,0,0.5149
2048,3,2365.25,38,2.84,2,542,0.23,3,0,0.3686
2049,3,2461.86,39,2.11,1,690,0.73,10,0,0.2505
2050,3,1669.21,40,1.68,2,573,1.98,22,0,0.8052
2051,3,2930.17,34,0.79,3,556,0.81,5,0,0.4978
2052,3,1116.34,43,1.61,2,582,2.27,0,1,0.949
2053,3,3857.41,33,1.27,2,574,0.4,2,0,0.1827
2054,3,3250.94,44,1.96,1,668,1.07,0,0,0.2653
2055,3,2369.5,39,2.54,2,539,0.94,5,0,0.5522
2056,3,2504.71,28,1.33,1,649,1.0,10,0,0.4121
2057,3,2651.49,33,1.42,2,596,0.93,5,0,0.4794
2058,3,2205.42,28,0.01,2,650,0.23,9,0,0.4105
2059,3,2596.31,42,1.66,2,669,0.14,9,0,0.1834
2060,3,2428.0,36,2.03,2,594,3.0,11,0,0.8558
2061,3,2452.86,25,0.02,2,574,0.1,1,0,0.507
2062,3,2590.73,38,2.16,1,593,0.57,12,0,0.3031
2063,3,1843.24,34,1.44,1,585,0.5,6,0,0.5786
2064,3,2519.78,29,0.73,3,507,0.4,2,0,0.6063
2065,3,2581.72,45,1.95,1,667,1.37,26,0,0.2875
2066,3,2564.42,37,1.45,1,602,1.23,17,0,0.4633
2067,3,2392.08,35,1.39,3,531,2.12,5,0,0.8543
2068,3,3068.93,35,1.82,3,486,0.45,11,0,0.3615
2069,3,2323.17,29,0.26,2,473,0.75,1,0,0.7976
2070,3,2613.66,30,0.67,1,628,2.01,3,0,0.7516
2071,3,3148.65,43,2.12,1,559,3.0,1,0,0.8318
2072,3,2460.31,34,1.53,3,567,3.0,4,1,0.9102
