monthly_income,employment_tenure,age,employment_type,acquisition_channel,marital_status,gender,converted
15490.47146505546,80.0,22,Retired,Branch,Divorced,F,1
37564.61429225347,96.80000000000001,38,Self-employed,Branch,Divorced,F,1
29072.757824818415,68.8,30,Self-employed,Digital,Married,F,1
29178.05301789113,24.0,34,Other,Referral,Single,M,0
11039.525920721087,4.0,33,Salaried,Branch,Married,F,1
36417.29960955634,40.0,47,Salaried,Digital,Married,M,1
33782.33835848006,24.8,30,Self-employed,Digital,Widowed,M,0
12291.510604760004,21.6,21,Self-employed,Branch,Married,M,0
42745.44486970554,7.2,34,Salaried,Phone,Single,M,1
11370.426986400376,52.0,64,Salaried,Digital,Single,F,1
5673.080813838218,28.0,22,Other,Digital,Single,F,0
33177.336866399644,20.8,37,Other,Referral,Single,M,1
15946.512581117888,136.0,20,Other,Digital,Married,F,1
30787.36459467596,23.200000000000003,17,Self-employed,Digital,Married,F,1
10896.374606437206,8.8,28,Salaried,Phone,Married,F,1
8035.662275146742,2.4000000000000004,46,Salaried,Referral,Married,F,0
35876.21351840508,207.20000000000002,52,Retired,Digital,Divorced,M,1
7363.9044543548125,22.400000000000002,37,Salaried,Digital,Married,M,1
6714.928081343078,88.0,34,Salaried,Phone,Single,F,0
5395.683554525379,3.2,42,Salaried,Digital,Married,M,1
3203.57715898487,32.800000000000004,28,Self-employed,Digital,Divorced,M,1
9184.238393049576,24.0,34,Retired,Digital,Single,F,0
4661.35720565809,14.4,44,Self-employed,Digital,Married,F,1
16769.94231179055,64.8,16,Other,Digital,Single,F,0
4477.661915966753,49.6,29,Salaried,Digital,Married,M,0
8885.203588940818,3.2,33,Self-employed,Digital,Single,M,0
47500.0,16.0,41,Retired,Referral,Divorced,F,1
21073.703234232886,14.4,16,Salaried,Digital,Divorced,F,0
17683.550052453546,116.80000000000001,16,Salaried,Digital,Married,F,1
6478.572795113268,12.0,16,Salaried,Referral,Married,F,1
14784.699479545718,34.4,26,Salaried,Phone,Divorced,M,0
17633.78324151412,154.4,44,Salaried,Digital,Married,M,1
6539.383854351803,232.8,41,Salaried,Digital,Single,F,0
18479.459818001378,33.6,46,Retired,Branch,Married,F,1
35012.00143546338,22.400000000000002,33,Salaried,Digital,Single,F,1
13901.497321782235,28.0,34,Salaried,Phone,Single,F,1
15219.988633011193,11.200000000000001,34,Self-employed,Phone,Divorced,F,0
5031.376362176795,250.4,30,Salaried,Digital,Single,F,1
7399.490196444433,17.6,66,Salaried,Digital,Divorced,F,1
32316.19466796213,8.0,40,Salaried,Referral,Married,F,0
11519.26716024295,5.6000000000000005,25,Self-employed,Digital,Single,F,0
9807.274889695249,98.4,33,Self-employed,Referral,Single,F,0
11306.768820508632,13.600000000000001,46,Salaried,Digital,Married,F,1
16551.417545146123,18.400000000000002,16,Retired,Digital,Married,M,0
8549.74860943237,16.8,32,Self-employed,Branch,Married,F,0
18483.18371291167,66.4,49,Self-employed,Digital,Married,M,1
7575.708060470233,99.2,43,Salaried,Digital,Single,M,1
27258.119168705565,14.4,30,Other,Digital,Single,F,1
9085.847291875836,7.2,46,Salaried,Digital,Single,M,0
37830.37752049127,60.0,34,Salaried,Digital,Married,M,0
17029.239462313715,29.6,24,Salaried,Digital,Single,F,0
10314.645408061562,4.0,33,Salaried,Digital,Married,F,1
29601.581601323687,25.6,51,Self-employed,Referral,Single,M,1
7510.1339299711435,3.2,41,Retired,Digital,Single,F,0
12338.346811648626,192.0,35,Salaried,Digital,Married,M,1
17131.28134327775,114.4,17,Salaried,Phone,Single,M,0
15930.752244076024,145.6,31,Self-employed,Digital,Single,F,1
5133.563952776746,92.80000000000001,45,Self-employed,Digital,Married,F,1
9860.762527418481,0.8,46,Self-employed,Digital,Single,M,0
18951.669579079356,6.4,16,Self-employed,Branch,Single,M,0
7760.265061444096,53.6,23,Retired,Digital,Single,F,0
36627.8546085316,7.2,32,Salaried,Branch,Married,F,1
23059.087881146,28.8,31,Self-employed,Digital,Married,M,0
12583.761239082853,10.4,43,Salaried,Branch,Married,F,1
15010.890146485002,7.2,17,Self-employed,Digital,Married,F,1
47500.0,4.800000000000001,27,Salaried,Branch,Divorced,M,0
30040.440697848044,87.2,45,Salaried,Branch,Single,F,1
21522.155944065962,87.2,47,Retired,Referral,Single,M,0
7327.54228541601,32.0,18,Salaried,Digital,Widowed,M,0
45545.79110626426,45.6,43,Salaried,Digital,Single,M,0
32213.707732923885,12.0,18,Other,Digital,Divorced,F,0
15672.509559105818,119.2,43,Salaried,Digital,Married,M,1
12318.874336064351,40.800000000000004,44,Other,Digital,Married,M,0
15305.45136590358,48.800000000000004,38,Salaried,Digital,Single,F,0
8329.383285718817,28.0,24,Self-employed,Digital,Married,F,1
12916.170997475141,53.6,16,Salaried,Phone,Married,F,0
27081.41597111612,49.6,53,Self-employed,Referral,Married,F,1
5791.426650506023,175.20000000000002,18,Salaried,Phone,Single,M,0
14189.564528537567,43.2,27,Salaried,Branch,Widowed,F,0
18342.21090159056,8.0,32,Salaried,Branch,Married,F,1
18230.431332986784,60.0,36,Self-employed,Digital,Single,M,0
8445.124175774863,16.8,42,Other,Digital,Single,M,0
8428.844493285576,12.0,41,Salaried,Digital,Married,F,0
32932.19188442795,29.6,38,Salaried,Digital,Single,M,1
8217.236587199952,36.800000000000004,33,Salaried,Referral,Single,M,1
31379.09793557298,1.6,25,Self-employed,Digital,Married,F,0
12826.742349813429,41.6,47,Other,Digital,Widowed,F,1
32747.585586397603,53.6,40,Self-employed,Phone,Married,F,1
13307.1877740824,115.2,44,Salaried,Referral,Married,M,1
8508.525273951198,37.6,33,Other,Referral,Single,M,1
28642.291245076525,4.800000000000001,44,Salaried,Digital,Single,F,0
16954.218692853254,40.800000000000004,16,Self-employed,Digital,Married,M,1
40857.78497551538,93.60000000000001,48,Self-employed,Digital,Divorced,M,0
29261.46543955742,52.800000000000004,33,Self-employed,Branch,Widowed,M,0
14928.848011499751,89.60000000000001,30,Salaried,Digital,Widowed,F,1
13080.870105352667,6.4,29,Self-employed,Digital,Divorced,M,0
17373.99994379395,33.6,28,Salaried,Referral,Married,F,1
19203.209707849357,37.6,36,Salaried,Digital,Single,M,1
10093.607579891028,86.4,38,Self-employed,Digital,Single,F,1
28392.220183677502,18.400000000000002,55,Self-employed,Referral,Single,M,1
13497.889387351383,60.0,36,Salaried,Digital,Divorced,M,1
13291.633531931095,43.2,22,Retired,Digital,Married,F,0
12385.648511251367,17.6,63,Salaried,Digital,Widowed,M,1
19679.19107833797,41.6,35,Salaried,Digital,Married,M,1
11310.36843456404,84.80000000000001,34,Salaried,Phone,Single,M,0
18577.171581962564,31.200000000000003,29,Retired,Branch,Single,F,0
47500.0,0.0,19,Self-employed,Digital,Divorced,M,1
16589.761875238702,12.0,50,Salaried,Branch,Divorced,M,1
13204.37988005746,24.8,21,Salaried,Digital,Married,M,0
6298.666156189202,54.400000000000006,48,Salaried,Digital,Single,F,0
17656.157360407185,121.60000000000001,32,Self-employed,Branch,Married,F,0
8805.819948614304,20.8,42,Self-employed,Referral,Married,M,1
13675.64557013285,13.600000000000001,32,Self-employed,Digital,Divorced,F,1
18763.546711375417,4.800000000000001,39,Self-employed,Referral,Married,F,0
6063.927889747865,63.2,35,Self-employed,Digital,Divorced,M,0
18829.580762255246,59.2,36,Other,Referral,Married,M,1
20566.438164921063,48.0,51,Other,Digital,Single,M,0
7867.115012315169,79.2,36,Retired,Digital,Single,M,0
13538.88494389912,28.0,22,Salaried,Referral,Married,F,1
5711.8993799298605,5.6000000000000005,16,Other,Branch,Single,M,0
44090.837222637834,19.200000000000003,29,Retired,Digital,Single,F,0
20890.393090643407,8.8,43,Self-employed,Digital,Single,M,0
15382.00509771855,133.6,43,Retired,Digital,Single,F,1
15531.806105425527,111.2,45,Other,Digital,Married,M,0
33778.26645792723,47.2,40,Self-employed,Digital,Married,F,1
16190.944354435027,134.4,40,Self-employed,Digital,Married,M,1
20893.570694983962,144.0,26,Other,Digital,Married,M,1
42611.71275776544,114.4,42,Self-employed,Digital,Divorced,F,1
13918.948841974949,16.8,53,Salaried,Digital,Married,F,1
8893.940764714376,0.8,34,Self-employed,Digital,Divorced,M,0
10446.333773459382,34.4,43,Other,Digital,Married,M,0
40372.53500994936,48.800000000000004,29,Self-employed,Branch,Married,M,0
18098.126266744348,29.6,48,Salaried,Digital,Married,F,1
12674.00003507129,183.20000000000002,44,Salaried,Digital,Married,F,0
30726.88654396354,56.800000000000004,37,Self-employed,Referral,Divorced,M,0
31178.40968616739,42.400000000000006,24,Self-employed,Referral,Married,M,1
12878.545224471409,71.2,40,Other,Digital,Married,M,0
9561.927464617724,36.0,55,Salaried,Digital,Married,M,1
6676.769521401873,98.4,37,Other,Digital,Single,M,0
5839.341736150456,29.6,63,Retired,Branch,Single,F,0
14613.70161664018,4.800000000000001,20,Self-employed,Digital,Married,M,0
10024.517660890355,10.4,27,Salaried,Digital,Single,F,1
47500.0,28.0,27,Other,Branch,Married,F,1
17744.472863305426,27.200000000000003,36,Other,Digital,Single,F,0
5342.329002499318,124.80000000000001,47,Salaried,Phone,Single,F,1
40132.60081557197,26.400000000000002,29,Retired,Digital,Single,F,0
18877.62979431011,4.0,36,Other,Referral,Married,M,1
26152.351627308515,31.200000000000003,42,Retired,Digital,Married,F,1
25794.783788086625,59.2,37,Salaried,Branch,Single,M,1
20468.464138846026,12.0,36,Salaried,Digital,Married,F,0
23452.028747222903,98.4,35,Salaried,Branch,Married,F,1
19770.834163038096,0.0,53,Salaried,Phone,Divorced,M,1
8820.864517311631,58.400000000000006,26,Self-employed,Referral,Single,F,1
21348.697814422125,13.600000000000001,54,Self-employed,Digital,Married,F,0
31667.620692995268,62.400000000000006,29,Salaried,Digital,Single,F,1
15103.365186778487,44.0,44,Retired,Referral,Single,F,0
23848.772713865175,111.2,42,Salaried,Branch,Single,F,1
22036.60454697252,4.0,36,Self-employed,Branch,Single,M,0
47500.0,32.0,36,Salaried,Digital,Single,F,1
14721.385701650206,44.800000000000004,41,Salaried,Digital,Married,M,1
14378.714150083691,96.0,33,Salaried,Digital,Married,F,1
15971.284364079816,0.0,28,Other,Digital,Single,M,0
16111.233821594304,75.2,49,Salaried,Digital,Married,F,0
4381.454732959212,30.400000000000002,32,Self-employed,Digital,Widowed,F,0
11650.924367925387,108.0,36,Self-employed,Referral,Single,F,0
20509.382544945685,4.800000000000001,33,Salaried,Referral,Divorced,F,0
17047.396904139365,12.0,39,Retired,Digital,Married,F,1
10605.236982989401,32.0,44,Salaried,Phone,Widowed,M,0
11496.974057663649,55.2,27,Retired,Phone,Single,F,1
13840.28509949902,6.4,16,Salaried,Branch,Single,M,0
10591.03997355254,44.800000000000004,62,Salaried,Referral,Single,M,1
12592.747592726302,27.200000000000003,21,Self-employed,Branch,Single,M,0
12395.299831933973,20.0,39,Self-employed,Digital,Divorced,F,0
29317.187103073516,60.0,24,Salaried,Digital,Single,M,1
31525.167269066573,40.0,35,Retired,Referral,Single,F,1
29997.15318323013,4.0,16,Salaried,Digital,Married,M,0
22130.848747639604,23.200000000000003,60,Salaried,Referral,Single,F,1
11200.49457694832,1.6,33,Salaried,Digital,Single,F,0
30473.263622343417,22.400000000000002,34,Other,Digital,Married,F,0
14188.064382555758,123.2,45,Salaried,Digital,Married,F,1
17370.66304870853,47.2,27,Self-employed,Phone,Married,M,0
38240.06338688555,59.2,16,Self-employed,Branch,Single,F,1
18017.565448558587,16.0,52,Salaried,Digital,Single,M,0
19872.20148366295,54.400000000000006,16,Salaried,Branch,Married,F,0
7339.595521404589,153.60000000000002,38,Salaried,Branch,Single,F,1
22946.306870692148,64.0,18,Salaried,Phone,Single,F,0
9515.741604218281,92.80000000000001,40,Other,Phone,Single,M,0
31441.07692930697,7.2,43,Salaried,Digital,Married,M,1
15335.829994991162,32.800000000000004,34,Salaried,Digital,Married,M,1
4478.3296074542595,10.4,29,Self-employed,Branch,Married,M,0
13820.311599636243,42.400000000000006,26,Self-employed,Digital,Married,M,0
14941.322606414451,47.2,35,Retired,Referral,Married,M,0
22925.19587512342,2.4000000000000004,30,Salaried,Phone,Married,M,0
25617.068331518236,178.4,24,Self-employed,Digital,Divorced,M,0
14073.489914751888,66.4,32,Self-employed,Digital,Married,M,1
31458.598359632062,50.400000000000006,30,Salaried,Referral,Married,M,1
2850.0,18.400000000000002,68,Retired,Digital,Widowed,M,1
11162.478586020725,21.6,31,Self-employed,Phone,Married,F,0
8789.28058930915,3.2,29,Other,Phone,Single,M,0
8072.323186974557,5.6000000000000005,44,Self-employed,Phone,Single,M,1
30470.99505801083,22.400000000000002,58,Self-employed,Branch,Single,F,1
28175.52423229057,70.4,26,Salaried,Digital,Divorced,M,1
10756.276174360157,63.2,34,Salaried,Digital,Married,M,1
34736.313176684365,9.600000000000001,27,Other,Branch,Married,F,0
18207.462947626445,15.200000000000001,50,Salaried,Phone,Divorced,M,1
13302.353389656508,2.4000000000000004,44,Salaried,Phone,Single,M,1
11304.464642661098,60.800000000000004,43,Salaried,Phone,Single,F,0
10740.142860904623,126.4,26,Salaried,Digital,Married,F,0
22751.164732059337,26.400000000000002,37,Retired,Digital,Single,F,0
25306.072006894203,14.4,49,Salaried,Phone,Married,F,0
19767.75656365436,12.0,55,Self-employed,Digital,Single,M,0
5006.9193221211935,72.8,32,Self-employed,Referral,Divorced,F,0
20466.03371975805,50.400000000000006,42,Salaried,Phone,Single,F,1
24051.30759801466,205.60000000000002,48,Self-employed,Digital,Divorced,F,0
11466.480766450195,144.8,39,Retired,Digital,Married,F,0
17582.45891272204,3.2,49,Self-employed,Digital,Married,F,0
5599.183855607314,8.8,16,Salaried,Digital,Married,F,1
8190.459404377966,7.2,43,Salaried,Digital,Divorced,M,1
14103.319817017245,33.6,36,Self-employed,Referral,Married,F,1
14226.419159749084,24.0,45,Self-employed,Digital,Single,F,0
21156.75097678191,74.4,62,Self-employed,Referral,Single,M,0
8404.743045024661,10.4,45,Salaried,Digital,Single,M,0
13960.442406720631,4.800000000000001,16,Other,Digital,Married,M,0
12769.807025532054,47.2,24,Salaried,Phone,Married,M,0
23517.803052076182,8.8,44,Other,Digital,Divorced,M,1
40188.347388632836,79.2,45,Salaried,Branch,Married,M,1
47500.0,14.4,56,Retired,Branch,Married,M,1
6685.141643130762,23.200000000000003,46,Salaried,Digital,Single,M,0
16645.54996909112,20.0,24,Self-employed,Digital,Divorced,M,0
8788.410285803278,141.6,63,Salaried,Branch,Married,M,1
16479.290242403673,14.4,32,Salaried,Referral,Single,M,1
22080.679478095746,25.6,39,Salaried,Branch,Single,F,1
17990.53823089096,24.8,28,Salaried,Branch,Married,M,0
16635.590517767967,91.2,44,Retired,Branch,Married,F,1
41711.419135177144,80.80000000000001,54,Retired,Digital,Single,F,1
26404.780192327664,92.0,53,Other,Phone,Married,F,0
14546.621243474554,46.400000000000006,36,Salaried,Phone,Single,M,0
17382.748400767035,13.600000000000001,36,Other,Phone,Single,M,0
28889.843885385417,10.4,45,Other,Branch,Single,F,1
24700.555425757528,5.6000000000000005,33,Self-employed,Phone,Single,F,0
13275.30794748789,40.0,48,Other,Digital,Divorced,M,0
5905.037038158944,23.200000000000003,52,Self-employed,Referral,Single,M,0
8416.187468246764,2.4000000000000004,40,Self-employed,Referral,Single,M,1
18700.288688674747,59.2,29,Self-employed,Digital,Single,M,0
5865.1925682222345,29.6,35,Self-employed,Branch,Married,M,0
15635.04279165661,2.4000000000000004,52,Retired,Digital,Divorced,F,0
13050.284325392984,28.0,68,Retired,Digital,Married,M,0
31202.652538417165,140.8,45,Salaried,Referral,Single,F,0
7768.873184359859,8.8,29,Retired,Digital,Married,F,1
5375.706672308884,48.800000000000004,27,Other,Branch,Married,F,0
13318.672282649533,26.400000000000002,36,Salaried,Referral,Single,F,1
25073.444689578177,18.400000000000002,47,Self-employed,Digital,Divorced,M,1
32554.076079353927,7.2,20,Salaried,Branch,Single,F,1
9927.961963840253,22.400000000000002,37,Retired,Branch,Single,F,1
22716.9121377867,0.8,43,Salaried,Referral,Married,F,1
8794.20654898802,21.6,45,Other,Digital,Divorced,F,0
10931.570153714878,40.0,37,Salaried,Digital,Divorced,F,1
24083.04972780441,19.200000000000003,18,Self-employed,Digital,Single,F,1
26359.84296148246,7.2,54,Salaried,Branch,Single,M,1
9405.766673362723,26.400000000000002,53,Self-employed,Digital,Single,F,0
22780.16999350188,20.8,38,Retired,Digital,Married,F,1
5583.69943934917,196.8,31,Salaried,Referral,Widowed,M,1
15170.550513671804,39.2,34,Salaried,Digital,Married,M,1
8674.629455552553,28.8,32,Salaried,Digital,Single,M,1
10552.173129107896,154.4,38,Other,Digital,Married,M,1
7966.976138436322,72.8,41,Other,Phone,Single,M,1
23882.053178646205,20.8,20,Retired,Digital,Married,M,1
23885.60816874731,29.6,17,Salaried,Digital,Married,M,1
11316.15283482994,34.4,33,Self-employed,Digital,Single,M,1
21462.36230289838,10.4,37,Retired,Branch,Married,M,1
20039.693035540276,6.4,19,Other,Digital,Divorced,F,0
15861.27135403525,8.0,39,Salaried,Digital,Single,F,1
47500.0,21.6,49,Retired,Branch,Single,F,1
10344.182209890836,4.0,30,Salaried,Digital,Divorced,M,0
17279.735923567758,10.4,47,Salaried,Digital,Widowed,M,1
13619.726354225562,4.800000000000001,25,Salaried,Branch,Married,F,1
13706.681543524233,0.0,41,Other,Digital,Married,F,0
18851.615800602107,23.200000000000003,22,Salaried,Digital,Divorced,F,0
14358.096606149971,28.0,33,Salaried,Digital,Married,M,1
10223.565212581616,65.60000000000001,21,Salaried,Digital,Married,M,0
18457.816243454236,40.0,35,Salaried,Referral,Married,F,1
34825.51872282443,93.60000000000001,42,Self-employed,Digital,Married,F,0
30162.856633441992,55.2,52,Other,Branch,Single,M,0
19351.65836992545,81.60000000000001,26,Salaried,Phone,Married,M,0
11020.016911593559,40.0,30,Salaried,Referral,Married,M,1
19159.70138083778,36.0,16,Self-employed,Digital,Married,M,1
32842.95428967794,163.20000000000002,43,Salaried,Digital,Single,F,1
35011.09404668208,24.8,25,Self-employed,Digital,Single,M,0
21258.645556988595,35.2,25,Salaried,Digital,Divorced,M,0
13767.862976332528,57.6,34,Other,Digital,Single,M,0
15169.696354404914,31.200000000000003,50,Salaried,Digital,Married,F,1
27226.179255025887,25.6,24,Salaried,Digital,Married,M,1
25861.597737289223,52.800000000000004,49,Salaried,Phone,Divorced,M,0
5967.521364384496,1.6,44,Salaried,Digital,Married,F,0
25434.89284844493,93.60000000000001,36,Other,Digital,Single,M,0
26251.534137101207,181.60000000000002,46,Self-employed,Referral,Married,F,1
10060.698258204595,45.6,35,Salaried,Digital,Married,M,0
10826.131087645423,29.6,22,Self-employed,Branch,Married,M,1
10877.02718870547,28.8,36,Salaried,Phone,Single,M,1
11390.660270756069,39.2,34,Self-employed,Digital,Single,F,1
7322.132965913665,62.400000000000006,22,Salaried,Digital,Divorced,M,0
20672.546921404224,16.8,48,Salaried,Digital,Married,M,0
10692.256494460311,17.6,26,Salaried,Digital,Single,F,1
16423.62956510983,6.4,16,Retired,Referral,Married,M,0
12710.267822852029,62.400000000000006,25,Salaried,Digital,Single,M,0
19966.541336593495,21.6,40,Salaried,Digital,Married,M,1
9342.568411731052,86.4,49,Self-employed,Phone,Widowed,M,1
19848.146978530905,31.200000000000003,39,Salaried,Digital,Married,F,1
21645.986066984562,5.6000000000000005,37,Salaried,Digital,Married,F,0
28148.897193663095,288.0,63,Self-employed,Digital,Married,F,1
47500.0,81.60000000000001,25,Salaried,Digital,Single,F,1
4882.661030967551,14.4,29,Other,Referral,Divorced,F,0
20762.324605676476,4.0,32,Retired,Referral,Single,F,1
11194.848550760522,0.8,22,Self-employed,Digital,Married,M,0
5397.393883369143,73.60000000000001,28,Salaried,Digital,Divorced,F,0
28386.957610403584,4.800000000000001,57,Salaried,Digital,Divorced,F,1
38102.174613255585,13.600000000000001,34,Salaried,Phone,Divorced,M,1
13544.421976664395,4.800000000000001,40,Other,Digital,Divorced,M,1
19443.274075317175,156.0,23,Retired,Digital,Single,M,0
16485.89855604196,19.200000000000003,33,Retired,Branch,Married,M,1
22230.60687639376,12.8,50,Self-employed,Digital,Divorced,M,0
29057.391047618657,60.0,29,Salaried,Referral,Married,F,1
21071.340099466324,49.6,58,Salaried,Digital,Single,M,1
21081.86904900315,20.0,40,Salaried,Digital,Married,F,1
36481.06476266714,39.2,53,Salaried,Digital,Married,M,0
15520.381464082968,47.2,47,Other,Digital,Single,F,0
29808.39810490626,25.6,45,Salaried,Digital,Single,M,1
10462.015989787582,77.60000000000001,42,Salaried,Digital,Single,F,1
44934.343663962485,66.4,40,Self-employed,Digital,Married,M,0
26672.862480953263,92.0,51,Retired,Phone,Married,M,0
13446.188813400246,4.0,28,Retired,Digital,Married,M,1
4817.343034292557,41.6,41,Other,Digital,Divorced,F,0
17128.864044853537,62.400000000000006,19,Salaried,Digital,Single,M,0
8430.581768928574,0.8,55,Salaried,Digital,Married,M,1
20506.300667128333,44.800000000000004,45,Other,Phone,Single,M,0
40921.382269321795,20.8,42,Salaried,Branch,Single,F,0
18858.944342986022,103.2,29,Self-employed,Referral,Married,M,0
15396.556153811474,84.80000000000001,35,Self-employed,Digital,Divorced,F,1
21036.82911453313,13.600000000000001,41,Salaried,Digital,Single,F,0
20334.959430435396,75.2,16,Salaried,Digital,Single,F,1
4150.517235593054,6.4,42,Retired,Digital,Single,F,1
19796.666106677596,72.8,31,Retired,Digital,Married,M,1
24856.464021363558,55.2,52,Salaried,Digital,Married,F,1
14663.28053607567,83.2,45,Self-employed,Referral,Single,M,0
30817.628295710096,35.2,44,Self-employed,Digital,Married,M,1
15868.669314112234,70.4,50,Salaried,Referral,Divorced,M,0
27143.854960132165,62.400000000000006,46,Self-employed,Digital,Single,F,0
47500.0,2.4000000000000004,63,Retired,Referral,Married,M,1
16169.338266403562,34.4,42,Retired,Branch,Married,F,0
5342.384704047471,39.2,53,Retired,Referral,Married,M,0
13999.14690196871,111.2,55,Other,Digital,Divorced,M,0
6082.509902809101,37.6,35,Salaried,Digital,Married,M,1
24722.014512533206,110.4,48,Other,Digital,Married,M,1
37583.382993558305,12.8,43,Self-employed,Digital,Married,M,0
26009.951730694018,26.400000000000002,33,Other,Digital,Married,M,0
20762.24834629408,35.2,48,Other,Branch,Married,M,0
11634.748167353033,20.0,44,Self-employed,Phone,Single,M,1
44094.77409616374,19.200000000000003,68,Salaried,Digital,Married,F,1
26921.282743077405,8.0,46,Salaried,Digital,Single,F,1
20320.559579006524,8.8,47,Salaried,Referral,Single,M,1
19372.753459868858,91.2,52,Salaried,Branch,Married,F,1
18318.799760080514,64.0,42,Salaried,Branch,Married,M,1
22472.251490143884,27.200000000000003,38,Retired,Digital,Married,M,1
11857.435263251342,71.2,37,Salaried,Branch,Married,F,0
42781.31265505362,7.2,18,Other,Digital,Single,F,0
18771.791264451833,11.200000000000001,32,Salaried,Phone,Married,F,0
24556.684467486477,42.400000000000006,56,Self-employed,Digital,Married,F,0
13207.846172746036,4.800000000000001,44,Salaried,Digital,Married,F,0
21453.816324492018,52.800000000000004,34,Self-employed,Phone,Single,M,0
4357.506416137563,18.400000000000002,52,Salaried,Digital,Single,M,0
8758.039684131174,108.0,54,Self-employed,Digital,Single,M,0
16812.178503628053,47.2,39,Self-employed,Digital,Married,F,1
7748.254255191189,27.200000000000003,65,Salaried,Phone,Single,M,0
47500.0,36.800000000000004,39,Self-employed,Digital,Married,F,1
6297.184560080133,12.0,33,Self-employed,Digital,Married,M,0
21083.52386664644,1.6,39,Self-employed,Branch,Married,M,1
46266.368678379105,2.4000000000000004,39,Salaried,Branch,Widowed,M,1
22867.659472308114,24.0,42,Self-employed,Digital,Married,M,0
14222.35318130468,89.60000000000001,36,Self-employed,Digital,Married,F,1
12300.808308171187,56.0,48,Salaried,Branch,Married,F,1
25659.265126249615,48.800000000000004,22,Self-employed,Digital,Single,M,1
10599.311201380075,146.4,38,Salaried,Phone,Widowed,M,0
15946.825173666028,107.2,34,Self-employed,Digital,Married,M,0
25937.00179910666,26.400000000000002,41,Retired,Digital,Married,M,1
14242.408254555865,64.8,16,Self-employed,Referral,Married,M,0
18055.627927963924,33.6,41,Self-employed,Digital,Married,F,1
14274.855759831073,56.800000000000004,37,Salaried,Branch,Single,M,1
9574.208462293434,28.0,16,Salaried,Digital,Married,M,0
34968.29233029555,40.800000000000004,40,Retired,Branch,Married,F,1
39519.37946580126,8.0,36,Self-employed,Digital,Single,F,1
14167.228627347775,64.8,53,Salaried,Phone,Married,F,0
14608.53185147227,1.6,38,Other,Branch,Married,M,0
15397.602619495556,2.4000000000000004,42,Salaried,Referral,Single,M,0
23670.59098289255,37.6,49,Salaried,Digital,Married,F,1
9951.977423799879,49.6,43,Salaried,Branch,Single,M,1
16245.82972120514,16.0,31,Salaried,Digital,Single,M,1
20059.981488600657,108.80000000000001,46,Salaried,Digital,Married,M,1
25183.190197012882,32.800000000000004,37,Salaried,Referral,Married,M,0
3229.8931677948503,6.4,31,Self-employed,Digital,Married,M,0
21823.63053831046,108.0,39,Self-employed,Digital,Married,M,0
21082.840934507352,40.0,19,Self-employed,Digital,Married,F,0
31361.73027827695,55.2,29,Self-employed,Digital,Single,F,0
12493.3064576509,20.8,20,Other,Branch,Single,F,0
12552.746716064876,92.80000000000001,35,Self-employed,Branch,Married,M,1
35249.853690732125,46.400000000000006,20,Salaried,Digital,Widowed,M,1
6706.367196390423,45.6,40,Self-employed,Branch,Single,F,0
45531.55497223302,19.200000000000003,48,Salaried,Branch,Widowed,F,1
47500.0,124.0,46,Self-employed,Digital,Divorced,M,1
22815.096349633972,166.4,20,Salaried,Digital,Single,F,1
27921.877205172725,52.0,19,Other,Digital,Married,F,1
7009.051620441399,0.8,28,Salaried,Branch,Married,M,0
11293.36691406504,78.4,34,Salaried,Referral,Single,M,1
32319.441556616166,32.0,17,Self-employed,Digital,Single,M,0
21285.8096018558,173.60000000000002,27,Salaried,Phone,Married,F,1
15365.042303464896,13.600000000000001,27,Salaried,Branch,Single,F,0
19701.069153726297,3.2,30,Salaried,Digital,Divorced,M,1
23222.864153552426,88.80000000000001,16,Salaried,Branch,Single,F,1
14369.300282634686,32.800000000000004,18,Self-employed,Digital,Divorced,F,1
16837.084420401065,20.8,29,Salaried,Digital,Married,F,1
16762.881403901203,26.400000000000002,26,Salaried,Branch,Divorced,F,0
9111.92538795885,136.8,33,Salaried,Digital,Married,F,0
20803.22875790093,1.6,30,Salaried,Digital,Widowed,F,0
47500.0,36.800000000000004,37,Salaried,Digital,Married,F,0
47500.0,12.0,17,Salaried,Branch,Married,F,1
7064.7091610097805,87.2,33,Self-employed,Digital,Married,M,1
24126.966541014335,41.6,17,Salaried,Digital,Single,M,1
25693.902197628777,32.0,42,Self-employed,Referral,Divorced,M,1
13391.834411474945,44.0,47,Salaried,Digital,Married,M,1
9606.417894683378,19.200000000000003,25,Self-employed,Digital,Single,F,1
7755.969757452062,78.4,34,Salaried,Digital,Single,M,0
13119.886851040997,42.400000000000006,41,Retired,Referral,Single,M,0
21135.559547568228,90.4,31,Self-employed,Referral,Single,F,1
15582.00185832957,42.400000000000006,37,Self-employed,Digital,Single,M,1
11874.480168429815,8.8,26,Salaried,Digital,Single,F,0
8096.707097260495,69.60000000000001,54,Retired,Digital,Married,F,1
21144.528698825252,94.4,34,Salaried,Digital,Married,F,1
32488.198321261832,72.0,32,Salaried,Digital,Single,F,1
9823.704027034017,28.0,45,Salaried,Referral,Married,M,0
22421.241821591837,52.0,43,Retired,Digital,Married,M,1
5547.0501407299,70.4,16,Self-employed,Digital,Married,M,0
11547.532309291351,16.0,48,Salaried,Digital,Married,F,1
26541.615523991215,6.4,33,Salaried,Branch,Divorced,M,0
8760.83395707667,152.8,16,Salaried,Digital,Divorced,M,1
