monthly_income,employment_tenure,age,employment_type,acquisition_channel,marital_status,gender,converted,income_bin
26058.7995205738,39,32,Salaried,Phone,Divorced,M,0,25K-40K
9762.701761065931,28,31,Self-employed,Digital,Single,F,0,8K-15K
15453.241676182783,40,44,Salaried,Phone,Single,M,1,15K-25K
6626.616066501229,51,40,Salaried,Phone,Married,M,1,0-8K
22914.699279719265,12,23,Salaried,Digital,Single,M,1,15K-25K
26590.720055903334,138,33,Retired,Phone,Divorced,F,1,25K-40K
13495.183495033316,67,33,Other,Digital,Married,F,0,8K-15K
46369.261822765046,60,18,Salaried,Digital,Married,F,0,40K+
8643.307509978744,6,26,Retired,Branch,Divorced,F,0,8K-15K
7490.381965006844,55,28,Self-employed,Phone,Single,F,1,0-8K
20633.496773325325,7,55,Other,Branch,Married,M,0,15K-25K
33801.450054354485,4,40,Retired,Branch,Married,M,1,25K-40K
49531.12876651635,44,45,Salaried,Branch,Married,M,1,40K+
13693.402716317994,30,20,Self-employed,Phone,Single,F,0,8K-15K
34448.078557190805,53,52,Self-employed,Referral,Married,F,1,25K-40K
17621.8505285902,5,53,Salaried,Digital,Widowed,M,1,15K-25K
16259.35346539626,33,18,Salaried,Digital,Single,M,0,15K-25K
30644.1164123427,11,29,Other,Digital,Single,M,1,25K-40K
26672.643391276943,261,43,Other,Branch,Single,M,1,25K-40K
7003.495817023251,49,45,Self-employed,Digital,Married,F,0,0-8K
43735.88494213741,69,29,Other,Digital,Single,F,0,40K+
41276.75602857711,23,34,Retired,Referral,Divorced,F,0,40K+
12390.215643273435,5,30,Salaried,Digital,Married,M,0,8K-15K
22867.732164202353,223,39,Salaried,Branch,Married,F,0,15K-25K
24255.971458649747,20,52,Salaried,Digital,Married,M,0,15K-25K
21086.836442488817,33,28,Salaried,Digital,Married,M,0,15K-25K
12962.513677453468,62,50,Salaried,Digital,Married,F,0,8K-15K
12052.483041630914,1,28,Self-employed,Branch,Married,M,0,8K-15K
17759.35249745913,99,27,Retired,Referral,Married,M,0,15K-25K
36447.837635773525,46,47,Retired,Digital,Single,M,1,25K-40K
24988.227495365834,19,49,Self-employed,Digital,Single,F,0,15K-25K
14438.180505715149,3,48,Other,Referral,Single,F,0,8K-15K
28653.166121583094,10,22,Self-employed,Referral,Married,F,0,25K-40K
3264.540927277601,135,32,Retired,Referral,Single,F,1,0-8K
35927.540320552696,69,47,Salaried,Phone,Married,M,1,25K-40K
6349.756424046371,17,38,Salaried,Referral,Divorced,M,0,0-8K
14509.15973978144,4,25,Other,Branch,Single,M,0,8K-15K
9211.408629620313,70,43,Salaried,Referral,Married,F,1,8K-15K
8293.199450012473,50,29,Self-employed,Branch,Married,M,1,8K-15K
36188.47845489707,31,59,Salaried,Digital,Married,F,0,25K-40K
13621.153656173872,27,56,Self-employed,Digital,Married,M,0,8K-15K
22201.21573144005,14,45,Other,Digital,Divorced,F,1,15K-25K
17533.13244833027,66,54,Salaried,Digital,Single,F,0,15K-25K
24009.97135893405,211,38,Retired,Digital,Single,M,1,15K-25K
18884.431560416248,11,47,Salaried,Digital,Married,F,1,15K-25K
8351.568675141705,54,55,Salaried,Referral,Married,M,0,8K-15K
32786.10549508796,33,40,Salaried,Phone,Single,M,0,25K-40K
13409.866890687266,35,34,Self-employed,Branch,Single,M,0,8K-15K
7087.23714911844,17,18,Salaried,Referral,Married,F,1,0-8K
13948.550895855175,104,37,Self-employed,Digital,Single,M,1,8K-15K
44376.08043803036,39,47,Salaried,Phone,Widowed,M,0,40K+
30035.43244655767,47,49,Salaried,Branch,Married,F,0,25K-40K
14629.696069897554,21,44,Self-employed,Digital,Single,M,0,8K-15K
14624.381453223183,12,31,Salaried,Digital,Married,M,1,8K-15K
14868.779666431747,5,18,Salaried,Digital,Single,F,1,8K-15K
50000.0,75,32,Salaried,Digital,Married,M,0,40K+
22678.24267420288,13,34,Self-employed,Digital,Married,M,1,15K-25K
23342.35938418957,70,34,Self-employed,Digital,Married,F,0,15K-25K
33462.1447837449,29,45,Salaried,Digital,Married,M,0,25K-40K
20811.76010157759,32,61,Salaried,Digital,Single,M,1,15K-25K
15437.805960963162,37,39,Salaried,Phone,Divorced,M,1,15K-25K
16029.56471038519,27,35,Salaried,Digital,Married,F,1,15K-25K
17275.4076207976,6,34,Retired,Digital,Single,M,0,15K-25K
17635.455260877607,22,39,Self-employed,Branch,Single,M,0,15K-25K
27905.462193216797,65,28,Self-employed,Referral,Single,M,0,25K-40K
18604.663079592257,65,39,Salaried,Digital,Single,M,1,15K-25K
27989.481177126083,20,43,Self-employed,Referral,Married,F,1,25K-40K
17181.182993621558,36,40,Retired,Digital,Single,M,1,15K-25K
18904.98861663412,12,43,Self-employed,Digital,Divorced,F,1,15K-25K
5437.526719308794,14,43,Self-employed,Digital,Single,M,0,0-8K
31250.685934307443,1,18,Self-employed,Branch,Single,M,0,25K-40K
22201.01051545904,136,45,Self-employed,Digital,Single,M,0,15K-25K
32820.41685838485,14,29,Salaried,Branch,Single,M,0,25K-40K
3172.409818195446,15,24,Self-employed,Digital,Divorced,M,0,0-8K
50000.0,19,24,Salaried,Referral,Married,F,0,40K+
16584.871827066738,8,43,Self-employed,Digital,Single,F,0,15K-25K
35063.27937010894,61,35,Retired,Branch,Divorced,M,1,25K-40K
9662.971066367609,4,18,Retired,Branch,Divorced,F,1,8K-15K
26047.16841095507,8,43,Salaried,Branch,Married,F,1,25K-40K
9584.96172349138,62,20,Salaried,Digital,Divorced,M,0,8K-15K
12403.557722949565,24,39,Salaried,Referral,Married,M,0,8K-15K
50000.0,73,40,Self-employed,Referral,Married,F,1,40K+
16084.165529737109,48,48,Retired,Digital,Married,M,1,15K-25K
20546.784258491898,17,59,Self-employed,Phone,Single,F,0,15K-25K
30395.220006810134,63,21,Salaried,Branch,Married,F,1,25K-40K
24280.021551183476,7,37,Other,Branch,Divorced,M,0,15K-25K
19737.02007909268,46,34,Other,Digital,Married,F,1,15K-25K
22448.444455438355,34,43,Salaried,Branch,Divorced,M,0,15K-25K
50000.0,18,40,Self-employed,Digital,Married,M,1,40K+
17420.948917168043,55,33,Self-employed,Branch,Married,M,0,15K-25K
20346.403194070383,123,32,Self-employed,Branch,Married,M,0,15K-25K
33873.647717431544,360,24,Other,Referral,Married,F,0,25K-40K
35007.428463817254,56,49,Salaried,Digital,Married,M,1,25K-40K
36761.93387928363,31,43,Self-employed,Referral,Single,F,1,25K-40K
26455.99678707462,15,49,Self-employed,Digital,Single,M,1,25K-40K
9083.338246858735,17,34,Retired,Branch,Widowed,M,0,8K-15K
48052.95540528084,39,30,Retired,Referral,Single,M,1,40K+
9065.150851918672,27,25,Other,Branch,Married,M,1,8K-15K
21624.479867555066,147,42,Self-employed,Digital,Married,M,0,15K-25K
11469.360907856513,27,25,Retired,Digital,Married,F,0,8K-15K
17352.93598409766,28,60,Salaried,Digital,Married,M,0,15K-25K
21966.139788418015,29,22,Salaried,Branch,Married,F,1,15K-25K
21868.758160416688,108,41,Salaried,Digital,Divorced,M,0,15K-25K
23228.89954608936,63,56,Retired,Referral,Married,F,1,15K-25K
47487.73572565295,57,45,Other,Branch,Married,F,1,40K+
23673.71360302092,24,40,Salaried,Digital,Divorced,M,0,15K-25K
15576.303295298056,102,26,Salaried,Digital,Widowed,F,1,15K-25K
32159.15026941838,2,21,Retired,Digital,Widowed,M,0,25K-40K
36815.79681598863,122,47,Self-employed,Digital,Married,F,1,25K-40K
8633.759415235758,43,56,Other,Branch,Single,F,0,8K-15K
25808.006233792203,30,32,Salaried,Branch,Single,F,0,25K-40K
27465.986000482073,41,24,Salaried,Referral,Divorced,F,1,25K-40K
15085.086684554943,66,18,Salaried,Digital,Divorced,F,1,15K-25K
41168.310962239964,0,26,Salaried,Phone,Married,F,1,40K+
16481.052187932277,123,36,Salaried,Digital,Single,M,1,15K-25K
19445.012162716714,35,57,Salaried,Digital,Married,F,1,15K-25K
16255.017436612487,25,46,Salaried,Branch,Single,M,0,15K-25K
18203.104374535214,8,41,Salaried,Referral,Married,F,1,15K-25K
9341.619851868096,34,33,Other,Digital,Married,F,0,8K-15K
7600.501192209587,41,31,Salaried,Referral,Divorced,F,1,0-8K
46943.64120801656,31,54,Salaried,Referral,Single,F,1,40K+
10848.945778857402,68,40,Retired,Referral,Married,F,1,8K-15K
9948.37589628991,32,18,Self-employed,Digital,Married,M,0,8K-15K
4954.0759047215615,195,29,Self-employed,Referral,Married,M,0,0-8K
12291.004734141594,54,27,Self-employed,Referral,Married,F,0,8K-15K
8153.039846193859,98,31,Retired,Branch,Divorced,M,1,8K-15K
48301.07499807068,6,44,Retired,Referral,Single,F,1,40K+
33053.74835770944,30,36,Self-employed,Phone,Single,M,0,25K-40K
11933.558984927462,24,37,Retired,Branch,Married,M,0,8K-15K
50000.0,50,53,Self-employed,Digital,Married,F,1,40K+
32502.07759240986,118,29,Salaried,Branch,Single,M,1,25K-40K
14840.291655960047,4,60,Retired,Digital,Married,M,1,8K-15K
4025.3074461647625,4,29,Self-employed,Digital,Married,M,0,0-8K
50000.0,113,39,Other,Branch,Single,M,0,40K+
7834.2193998518815,14,34,Salaried,Digital,Single,M,0,0-8K
6719.444402003478,66,39,Salaried,Branch,Divorced,M,1,0-8K
33307.6459994635,46,43,Other,Referral,Married,F,1,25K-40K
50000.0,107,43,Salaried,Branch,Single,F,1,40K+
41380.444415590944,8,28,Other,Phone,Single,M,1,40K+
25294.5812524657,8,24,Other,Digital,Married,M,1,25K-40K
25767.07015242365,48,68,Retired,Referral,Single,F,0,25K-40K
30093.044228213843,175,32,Self-employed,Referral,Divorced,F,1,25K-40K
28434.46241670129,32,46,Self-employed,Digital,Married,M,0,25K-40K
21348.03238339902,23,18,Retired,Digital,Married,M,1,15K-25K
19197.21820516072,55,34,Self-employed,Digital,Divorced,M,1,15K-25K
17369.03189309607,159,36,Self-employed,Referral,Married,M,1,15K-25K
11471.503087781537,108,43,Other,Referral,Single,F,0,8K-15K
15238.721793108703,324,18,Self-employed,Digital,Married,F,0,15K-25K
6530.415903800424,1,39,Other,Branch,Married,F,0,0-8K
17000.469221517,7,24,Salaried,Digital,Single,F,1,15K-25K
9965.110642632602,56,41,Salaried,Branch,Single,M,1,8K-15K
9300.713621299386,103,25,Salaried,Phone,Married,F,1,8K-15K
20089.176987479965,20,27,Salaried,Digital,Single,M,0,15K-25K
41572.79939976651,16,34,Self-employed,Phone,Married,M,1,40K+
31288.001475731064,92,25,Salaried,Referral,Married,F,1,25K-40K
7028.296507166836,3,32,Other,Phone,Married,M,0,0-8K
9958.912103510293,27,23,Salaried,Digital,Married,M,1,8K-15K
31712.38928822127,42,18,Salaried,Digital,Married,F,0,25K-40K
10001.672058781762,49,50,Salaried,Digital,Single,M,1,8K-15K
15759.8384070855,78,22,Self-employed,Referral,Single,F,1,15K-25K
25085.148566261603,26,35,Salaried,Branch,Single,M,1,25K-40K
10086.905001353529,56,47,Salaried,Digital,Single,F,0,8K-15K
19210.750125284074,52,30,Self-employed,Referral,Married,M,1,15K-25K
8099.71944020622,47,28,Salaried,Digital,Married,F,1,8K-15K
12571.396756002161,61,40,Salaried,Digital,Married,M,1,8K-15K
21848.098257930094,18,51,Self-employed,Branch,Divorced,F,1,15K-25K
6934.0806681014665,5,23,Salaried,Digital,Divorced,F,0,0-8K
23488.937456778083,7,36,Salaried,Digital,Widowed,M,1,15K-25K
17822.506017807515,15,18,Salaried,Digital,Divorced,M,0,15K-25K
25121.867793388345,41,33,Salaried,Referral,Married,M,0,25K-40K
20626.841260173496,110,38,Self-employed,Referral,Married,F,0,15K-25K
40883.59895181386,72,27,Salaried,Branch,Single,F,1,40K+
19440.90638341394,93,32,Retired,Referral,Married,M,1,15K-25K
13937.755715363897,25,21,Other,Branch,Married,F,0,8K-15K
19406.794230751773,31,38,Salaried,Digital,Married,F,1,15K-25K
24983.698156600996,30,50,Other,Referral,Married,M,1,15K-25K
18570.248614014024,12,24,Salaried,Branch,Married,M,1,15K-25K
18478.34924658498,3,30,Salaried,Branch,Married,F,0,15K-25K
11834.86348841596,53,44,Salaried,Branch,Married,F,1,8K-15K
12115.724695164872,271,52,Salaried,Branch,Married,M,1,8K-15K
7773.197185555165,10,20,Self-employed,Digital,Divorced,M,0,0-8K
50000.0,2,35,Salaried,Referral,Divorced,M,1,40K+
8549.961498021012,90,41,Retired,Digital,Married,F,1,8K-15K
11899.562114508391,17,36,Self-employed,Referral,Single,F,1,8K-15K
11718.869983102439,106,18,Salaried,Digital,Divorced,M,1,8K-15K
30851.93117274413,73,44,Self-employed,Digital,Single,M,1,25K-40K
15108.763112151253,174,56,Other,Branch,Divorced,M,1,15K-25K
38125.75220202423,31,39,Salaried,Digital,Single,F,1,25K-40K
12038.987557924487,65,25,Salaried,Referral,Married,M,1,8K-15K
21319.90659844654,37,31,Salaried,Branch,Married,F,1,15K-25K
10924.811524403678,59,59,Salaried,Branch,Married,F,0,8K-15K
50000.0,35,48,Self-employed,Digital,Married,F,1,40K+
8843.5260327151,12,45,Salaried,Digital,Married,F,1,8K-15K
21717.90742416815,42,42,Self-employed,Digital,Married,M,0,15K-25K
26377.486166139464,45,30,Self-employed,Branch,Single,F,0,25K-40K
23115.9806064523,99,35,Self-employed,Branch,Married,F,1,15K-25K
16136.311831847666,79,37,Salaried,Branch,Single,F,0,15K-25K
16682.36713079239,65,44,Salaried,Phone,Married,M,0,15K-25K
18514.08149066691,7,56,Salaried,Branch,Single,M,1,15K-25K
16511.27564669415,76,51,Salaried,Phone,Married,F,0,15K-25K
32155.13606442708,41,20,Other,Digital,Married,F,0,25K-40K
50000.0,134,40,Salaried,Digital,Single,F,1,40K+
12906.739928636793,151,46,Salaried,Digital,Married,F,1,8K-15K
7927.699821815334,3,45,Salaried,Digital,Married,F,1,0-8K
17103.369519259057,103,30,Retired,Branch,Widowed,M,1,15K-25K
50000.0,2,70,Self-employed,Branch,Divorced,F,1,40K+
11134.406292358262,27,22,Self-employed,Branch,Married,F,1,8K-15K
48217.151802558394,46,25,Salaried,Referral,Married,F,0,40K+
49346.4194707789,9,40,Salaried,Phone,Married,F,1,40K+
12937.004567503122,82,63,Self-employed,Referral,Single,M,0,8K-15K
25371.704792341596,0,27,Other,Digital,Married,M,0,25K-40K
47908.00909340519,11,34,Self-employed,Digital,Divorced,F,0,40K+
14364.617666163631,52,50,Self-employed,Digital,Married,M,0,8K-15K
15960.174171389512,75,37,Salaried,Digital,Married,F,1,15K-25K
12720.771042818886,149,33,Salaried,Branch,Single,F,1,8K-15K
9809.886293192987,73,44,Retired,Branch,Single,M,0,8K-15K
12215.164772526745,66,41,Salaried,Digital,Single,F,1,8K-15K
8652.77917251146,30,50,Other,Referral,Married,M,1,8K-15K
18406.33321708145,0,53,Salaried,Referral,Married,F,1,15K-25K
11361.844662612724,7,41,Salaried,Digital,Married,M,1,8K-15K
20749.377953697876,45,41,Self-employed,Digital,Married,F,1,15K-25K
7090.155930323875,67,40,Salaried,Referral,Married,F,0,0-8K
21994.06975315336,32,43,Salaried,Branch,Married,M,1,15K-25K
29736.108982290818,78,38,Salaried,Digital,Married,F,1,25K-40K
5452.113520766962,44,37,Self-employed,Digital,Married,F,0,0-8K
22571.288153986927,4,52,Salaried,Digital,Married,F,0,15K-25K
37669.32551707486,12,56,Salaried,Digital,Divorced,F,0,25K-40K
8727.335486483187,109,19,Self-employed,Referral,Single,M,0,8K-15K
49194.81113105421,77,38,Salaried,Digital,Single,F,1,40K+
23188.49212785643,135,29,Other,Digital,Married,M,0,15K-25K
11813.436942557379,7,34,Salaried,Digital,Married,F,1,8K-15K
17440.293970113136,277,42,Self-employed,Referral,Single,M,0,15K-25K
25210.00321001644,14,46,Salaried,Digital,Married,M,1,25K-40K
18875.182347163733,0,36,Self-employed,Digital,Married,M,0,15K-25K
24915.70472457043,357,18,Self-employed,Branch,Married,M,0,15K-25K
10379.581563983531,19,26,Other,Branch,Married,F,0,8K-15K
19962.613824470907,66,48,Salaried,Digital,Married,M,1,15K-25K
7721.5569632132565,11,18,Salaried,Digital,Single,F,0,0-8K
16869.530812193072,52,52,Self-employed,Referral,Single,M,1,15K-25K
10484.522647533424,140,44,Salaried,Phone,Single,F,0,8K-15K
11599.091260876516,23,53,Salaried,Digital,Married,F,1,8K-15K
37860.20748710979,66,35,Other,Digital,Married,M,0,25K-40K
34710.10286326276,12,18,Salaried,Digital,Married,M,1,25K-40K
25990.40921340044,58,43,Other,Referral,Married,M,1,25K-40K
9363.854976975059,24,53,Salaried,Branch,Married,M,0,8K-15K
14915.480766437433,14,49,Self-employed,Referral,Single,M,0,8K-15K
37341.426523228176,22,30,Self-employed,Branch,Single,M,0,25K-40K
19634.23780710277,11,39,Self-employed,Phone,Divorced,M,1,15K-25K
50000.0,139,31,Other,Referral,Married,F,0,40K+
22833.652272803345,30,28,Salaried,Referral,Married,M,0,15K-25K
20236.222485564696,16,49,Retired,Branch,Married,F,0,15K-25K
14980.8818147747,35,23,Self-employed,Digital,Married,F,0,8K-15K
19538.15584853591,23,27,Salaried,Branch,Married,M,0,15K-25K
16457.195848949395,81,24,Other,Branch,Single,M,1,15K-25K
27580.525532691372,212,20,Salaried,Branch,Divorced,M,1,25K-40K
32016.971164164806,34,39,Retired,Digital,Single,M,0,25K-40K
11253.183255980879,118,51,Salaried,Branch,Single,F,0,8K-15K
8113.302096994619,50,35,Retired,Branch,Single,M,0,8K-15K
5992.576763394843,10,19,Self-employed,Branch,Married,M,0,0-8K
24460.009463731476,70,48,Salaried,Digital,Married,M,0,15K-25K
9301.956527312805,43,58,Self-employed,Branch,Married,F,1,8K-15K
4955.560925183266,63,30,Salaried,Digital,Divorced,F,1,0-8K
22768.816074136455,132,32,Salaried,Referral,Single,F,1,15K-25K
50000.0,34,44,Salaried,Branch,Married,F,1,40K+
17968.175657784606,138,57,Salaried,Digital,Married,M,1,15K-25K
29824.767893950877,83,31,Salaried,Digital,Widowed,M,1,25K-40K
18941.254786040965,40,22,Self-employed,Branch,Single,M,0,15K-25K
16994.859723085832,55,45,Salaried,Digital,Widowed,F,0,15K-25K
31302.26974746869,23,47,Self-employed,Phone,Single,M,0,25K-40K
15151.203905453887,246,38,Salaried,Branch,Married,M,1,15K-25K
21172.01176031385,66,31,Self-employed,Digital,Married,M,1,15K-25K
21873.227595065717,2,49,Self-employed,Branch,Divorced,M,0,15K-25K
12078.05837246678,23,44,Salaried,Digital,Single,F,0,8K-15K
32703.10837548346,58,28,Retired,Referral,Single,F,1,25K-40K
16236.614836878376,3,38,Self-employed,Digital,Single,M,1,15K-25K
11459.254139120363,1,21,Self-employed,Phone,Married,M,0,8K-15K
24882.148711892743,35,46,Salaried,Branch,Married,M,0,15K-25K
10518.797891833266,24,34,Salaried,Referral,Divorced,F,1,8K-15K
18341.264561120515,34,32,Retired,Digital,Married,F,1,15K-25K
17935.344571374615,18,37,Retired,Digital,Single,M,1,15K-25K
34597.52198321914,10,38,Salaried,Referral,Single,M,1,25K-40K
23976.24769089721,70,48,Salaried,Branch,Single,M,1,15K-25K
17764.97008905535,43,45,Self-employed,Digital,Married,M,1,15K-25K
29456.20254154601,13,36,Self-employed,Digital,Divorced,F,1,25K-40K
41528.0561418792,23,47,Retired,Digital,Widowed,M,1,40K+
25202.19023502802,53,42,Salaried,Branch,Married,F,1,25K-40K
18146.11145627625,4,32,Salaried,Digital,Single,M,1,15K-25K
8208.276558275178,9,36,Salaried,Digital,Single,F,0,8K-15K
9517.921766870408,4,36,Salaried,Digital,Married,M,1,8K-15K
15015.903884706384,100,44,Salaried,Branch,Widowed,M,0,15K-25K
12510.11353181102,83,33,Retired,Digital,Single,F,0,8K-15K
16120.019378639252,83,33,Self-employed,Phone,Single,F,1,15K-25K
18657.247489848505,75,61,Retired,Digital,Married,F,1,15K-25K
24780.58227317879,66,49,Salaried,Phone,Married,F,0,15K-25K
17286.838890090043,38,28,Salaried,Branch,Single,F,1,15K-25K
24146.65128443554,61,44,Salaried,Digital,Divorced,M,1,15K-25K
18745.04348312798,2,39,Salaried,Digital,Single,F,0,15K-25K
5512.205312011591,58,42,Retired,Branch,Divorced,F,1,0-8K
10264.008800493644,90,39,Salaried,Branch,Single,F,0,8K-15K
16540.17363765527,41,52,Salaried,Branch,Single,F,0,15K-25K
8727.054169809307,26,42,Salaried,Digital,Single,F,1,8K-15K
25847.191758429843,19,37,Salaried,Phone,Single,F,1,25K-40K
45181.83928741712,61,50,Self-employed,Phone,Married,M,1,40K+
37468.546912748854,70,40,Salaried,Branch,Married,F,0,25K-40K
15866.008624441478,122,39,Self-employed,Branch,Married,F,1,15K-25K
44109.73044509826,25,41,Self-employed,Branch,Married,M,1,40K+
19716.289955407225,88,36,Salaried,Digital,Married,F,1,15K-25K
14731.574837141681,49,38,Salaried,Digital,Single,M,1,8K-15K
12480.94552001702,128,30,Self-employed,Branch,Widowed,M,1,8K-15K
15040.745861167235,45,28,Self-employed,Referral,Divorced,F,1,15K-25K
14286.83708641222,43,26,Salaried,Digital,Single,F,0,8K-15K
19975.258933424833,51,21,Salaried,Branch,Married,M,0,15K-25K
19857.645757020124,83,27,Salaried,Referral,Married,F,0,15K-25K
18066.733754330307,200,35,Salaried,Digital,Single,M,0,15K-25K
23439.148162675618,4,39,Salaried,Digital,Married,F,1,15K-25K
36841.77847560158,3,34,Salaried,Referral,Married,F,1,25K-40K
31879.947345780776,166,18,Salaried,Digital,Single,F,1,25K-40K
7398.71206615201,45,56,Salaried,Digital,Single,F,0,0-8K
3895.772691770075,57,51,Salaried,Digital,Married,F,0,0-8K
31589.87531285551,39,43,Retired,Digital,Single,M,1,25K-40K
7941.62172566817,5,60,Self-employed,Referral,Single,M,0,0-8K
15758.58789559816,87,26,Other,Branch,Married,M,1,15K-25K
8936.793941814563,82,60,Salaried,Branch,Married,F,1,8K-15K
6116.906277325053,22,26,Self-employed,Branch,Single,M,1,0-8K
24956.20173743784,21,40,Salaried,Phone,Divorced,M,0,15K-25K
28438.328125943182,109,22,Self-employed,Digital,Married,F,1,25K-40K
12760.296069442591,4,38,Salaried,Digital,Single,F,0,8K-15K
3809.962496801273,127,42,Salaried,Phone,Married,F,0,0-8K
12994.13435356139,17,36,Other,Phone,Married,M,0,8K-15K
22812.92187356261,53,46,Self-employed,Digital,Single,M,0,15K-25K
7425.334838404551,164,39,Other,Digital,Married,M,1,0-8K
20130.995115589212,68,31,Salaried,Branch,Married,M,0,15K-25K
17868.847106655972,32,31,Salaried,Digital,Married,M,0,15K-25K
25529.116409867256,70,47,Salaried,Branch,Married,M,1,25K-40K
19375.181483122033,25,30,Self-employed,Digital,Married,M,0,15K-25K
10058.352224645645,19,48,Self-employed,Digital,Single,F,0,8K-15K
36972.98911087642,342,52,Other,Branch,Married,M,1,25K-40K
16397.468730258497,83,18,Salaried,Phone,Married,M,0,15K-25K
17740.709976643244,62,51,Self-employed,Branch,Married,F,0,15K-25K
10301.442619502386,26,62,Salaried,Digital,Married,F,1,8K-15K
13822.191361852425,3,41,Salaried,Phone,Married,F,0,8K-15K
10605.397743583295,1,45,Self-employed,Branch,Widowed,M,1,8K-15K
16256.244064014907,48,50,Self-employed,Digital,Single,F,0,15K-25K
50000.0,86,34,Salaried,Digital,Single,F,0,40K+
7917.725935644909,46,40,Salaried,Digital,Single,F,0,0-8K
6849.035793488403,110,22,Salaried,Branch,Single,M,0,0-8K
43595.194113022306,2,39,Salaried,Branch,Married,M,0,40K+
15905.270220700717,27,43,Salaried,Digital,Single,F,0,15K-25K
12070.942012297672,16,44,Salaried,Digital,Single,F,1,8K-15K
33655.871675546936,35,50,Salaried,Digital,Single,F,1,25K-40K
12539.396363645024,4,28,Other,Branch,Married,F,1,8K-15K
50000.0,184,31,Other,Digital,Divorced,F,1,40K+
27085.546437574758,15,60,Salaried,Digital,Married,F,0,25K-40K
13456.979267772025,153,36,Other,Phone,Single,F,0,8K-15K
50000.0,33,40,Self-employed,Branch,Married,M,1,40K+
12538.648662235797,254,37,Salaried,Digital,Single,M,0,8K-15K
28148.721727326236,48,28,Salaried,Branch,Single,F,0,25K-40K
21581.150448202185,160,57,Other,Digital,Divorced,F,1,15K-25K
39381.23739599017,0,31,Self-employed,Referral,Married,M,1,25K-40K
46023.467942300456,82,24,Retired,Referral,Single,F,1,40K+
18383.38395054954,140,32,Retired,Branch,Married,F,1,15K-25K
11475.26671495877,9,18,Salaried,Referral,Single,M,1,8K-15K
23765.33501080182,6,30,Salaried,Digital,Married,M,0,15K-25K
12008.509208060324,33,26,Salaried,Referral,Married,F,1,8K-15K
50000.0,162,45,Salaried,Digital,Single,M,1,40K+
19573.290742380916,46,29,Salaried,Digital,Divorced,F,0,15K-25K
14484.104260946466,44,48,Salaried,Phone,Married,M,1,8K-15K
20146.94984618179,9,54,Salaried,Branch,Divorced,F,0,15K-25K
8036.301358441862,0,47,Salaried,Phone,Married,F,0,8K-15K
10067.136410427063,99,35,Salaried,Digital,Married,M,0,8K-15K
37058.32659078769,5,39,Salaried,Branch,Married,M,1,25K-40K
12159.468341122507,60,19,Salaried,Digital,Single,F,0,8K-15K
9622.442507975671,147,36,Salaried,Branch,Married,F,1,8K-15K
24884.282332515962,14,27,Self-employed,Digital,Married,M,0,15K-25K
36732.694390656405,65,46,Other,Digital,Single,M,1,25K-40K
27760.571078439614,4,68,Salaried,Digital,Married,M,1,25K-40K
32781.79505525369,55,43,Salaried,Referral,Married,M,1,25K-40K
11452.037569954562,10,18,Retired,Digital,Widowed,F,0,8K-15K
7684.138897749943,79,33,Self-employed,Referral,Married,F,0,0-8K
44391.36249850369,21,39,Self-employed,Digital,Married,M,0,40K+
14859.461757113384,37,39,Salaried,Digital,Divorced,F,1,8K-15K
15514.032099680673,54,29,Retired,Digital,Single,F,1,15K-25K
40011.271668367546,11,40,Other,Phone,Single,M,0,40K+
25178.30539372481,81,23,Self-employed,Digital,Single,F,0,25K-40K
23707.166449463795,21,26,Salaried,Digital,Divorced,F,1,15K-25K
50000.0,65,45,Retired,Referral,Single,M,1,40K+
12257.448374540516,10,25,Self-employed,Digital,Single,M,0,8K-15K
31467.296427428402,69,44,Self-employed,Referral,Married,M,1,25K-40K
18661.313720261616,8,21,Salaried,Digital,Divorced,M,0,15K-25K
21187.260650299173,33,59,Self-employed,Branch,Divorced,M,1,15K-25K
45120.00765576275,17,28,Salaried,Digital,Married,F,1,40K+
24457.726414940385,82,35,Salaried,Branch,Divorced,M,1,15K-25K
24908.83023328004,18,41,Self-employed,Referral,Single,F,0,15K-25K
34320.71553772532,128,31,Salaried,Referral,Single,M,1,25K-40K
14487.309847395885,133,39,Self-employed,Branch,Divorced,F,1,8K-15K
10899.521842523176,13,44,Self-employed,Phone,Married,F,0,8K-15K
9634.584766837199,57,49,Salaried,Digital,Single,F,0,8K-15K
5542.417444434039,5,47,Self-employed,Digital,Married,M,0,0-8K
50000.0,29,35,Other,Branch,Married,M,1,40K+
9302.839736724261,74,36,Salaried,Branch,Divorced,F,0,8K-15K
15791.827302400237,64,66,Self-employed,Digital,Divorced,F,1,15K-25K
15274.071858509224,58,49,Salaried,Branch,Married,F,1,15K-25K
21686.47381507231,19,26,Salaried,Digital,Divorced,M,1,15K-25K
29420.362849928566,28,39,Salaried,Referral,Married,F,1,25K-40K
30220.751193591343,6,33,Salaried,Referral,Married,F,1,25K-40K
12710.116585235703,76,36,Salaried,Branch,Married,F,0,8K-15K
16313.152638059571,42,23,Other,Digital,Married,M,0,15K-25K
21365.82517955541,74,33,Self-employed,Branch,Single,F,0,15K-25K
15533.982529079707,17,59,Self-employed,Referral,Married,F,0,15K-25K
47306.70624990736,23,44,Salaried,Digital,Married,F,1,40K+
24211.54757810191,24,18,Self-employed,Branch,Single,F,0,15K-25K
28027.085801514655,1,52,Salaried,Phone,Single,M,0,25K-40K
